Item name,Slot,Source,SP Gain,effective_SPGain,DataFrame
Arcanist Bindings,Bracer,Molten Core,1.35,1.107,icyhot
Azuresong Mageblade,MH,Molten Core,24.21,16.7049,dougie
Choker of the Fire Lord,Neck,Molten Core,14.89,12.2098,icyhot
Choker of the Fire Lord,Neck,Molten Core,8.14,4.3142000000000005,yinnifer
Gloves of the Hypnotic Flame,Hands,Molten Core,3.47,2.8454,icyhot
Gloves of the Hypnotic Flame,Hands,Molten Core,3.2,2.5600000000000005,freeze
Gloves of the Hypnotic Flame,Hands,Molten Core,2.42,2.0086,dmoney
Gloves of the Hypnotic Flame,Hands,Molten Core,3.37,1.7861000000000002,yinnifer
Gloves of the Hypnotic Flame,Hands,Molten Core,2.03,1.4006999999999998,dougie
Mana Igniting Cord,Belt,Molten Core,9.7,7.953999999999999,icyhot
Ring of Spell Power,Ring,Molten Core,7.9,7.663,phuss
Ring of Spell Power,Ring,Molten Core,8.48,6.9536,icyhot
Ring of Spell Power,Ring,Molten Core,7.87,5.4303,dougie
Ring of Spell Power,Ring,Molten Core,5.73,3.0369000000000006,yinnifer
Staff of Dominance,2H,Molten Core,21.44,17.152,freeze
Talisman of Ephemeral Power,Trinket,Molten Core,18.25,17.7025,phuss
Talisman of Ephemeral Power,Trinket,Molten Core,18.75,15.374999999999998,icyhot
Talisman of Ephemeral Power,Trinket,Molten Core,18.25,15.147499999999999,dmoney
Talisman of Ephemeral Power,Trinket,Molten Core,18.25,12.5925,dougie
Talisman of Ephemeral Power,Trinket,Molten Core,18.25,9.672500000000001,yinnifer
